10 25 1.95, 14 41 11.56, 12 40 6.09, 9 93 1.16, 11 16 7.44, 11 23 3.83, 5 27 1.54, ,,,,,,,,,,,,,,,,,,,,,,,,
14 21 11.31, 18 46 3.02, 12 31 7.5, 1 34 1.1, 1 29 1.36, 1 33 1.53, 7 10 0.89, 13 46 1.67, 15 27 4.35, 15 20 4.83, 15 19 1.66, 6 26 0.06, 6 15 1.16, ,,,,,,,,,,,,,,,,,,
10 42 0.73, 14 28 3.86, 18 58 0.42, 18 61 1.17, 18 64 1.28, 1 21 1.91, 1 33 2.2, 7 13 1.68, 18 57 1.16, 18 65 0.54, 7 11 1.31, 13 46 1.13, 7 12 1.72, 1 27 2.24, 7 12 1.97, 7 11 1.67, 13 65 1.7, 15 32 2.57, 15 13 0.29, 10 42 1.28, 14 23 1.8, 18 61 0.19, 13 58 0.86, 13 43 1.01, 13 39 1.56, 15 24 1.31, 15 28 3.12, 17 26 2.28, 17 23 1.99, 17 28 3.05, 16 51 0.85, 7 13 2.22
10 36 0.41, 10 42 0.24, 14 31 3.54, 18 59 0.62, 18 79 1.0, 7 11 0.33, 7 14 1.28, 13 51 1.42, 15 30 4.67, 15 24 3.45, ,,,,,,,,,,,,,,,,,,,,,
 16 34 1.1, 9 27 0.92, 9 31 3.78, 2 79 2.6, 11 28 2.25, ,,,,,,,,,,,,,,,,,,,,,,,,,,
10 33 1.1, 10 56 1.52, 10 42 0.53, 14 30 1.55, 14 34 5.11, 14 22 1.17, 12 36 3.63, 12 42 4.89, 12 31 8.41, 1 34 4.09, 1 26 0.11, 7 10 0.34, 13 42 0.88, 3 51 4.73, ,,,,,,,,,,,,,,,,,
10 25 1.47, 14 58 8.94, 1 68 1.11, 13 60 2.15, 13 69 1.55, 15 43 3.57, 8 37 3.47, 8 42 3.97, 8 27 3.21, 8 33 5.24, 8 37 2.49, 8 45 4.35, 8 16 6.93, 6 39 0.13, 6 16 0.51, 17 26 7.15, 17 24 7.01, 17 26 6.77, 17 34 2.75, 13 51 2.63, 15 47 2.6, 15 37 4.62, 15 63 2.79, 15 46 3.63, 15 45 3.39, 10 29 4.69, 18 53 10.02, 14 44 0.93, 14 52 10.42, 12 62 1.25, 12 75 2.79, 12 55 5.3
14 31 13.63, 14 52 16.9, 14 27 17.67, 12 48 9.23, 12 68 0.77, 1 89 1.59, 1 94 1.84, 1 69 1.82, 1 81 1.83, 1 59 1.39, 1 66 0.54, 7 33 2.43, 4 36 0.89, 4 47 1.08, 16 35 2.11, 9 84 2.08, 2 30 7.12, 2 53 5.47, ,,,,,,,,,,,,,
14 28 14.17, 9 97 1.57, 9 89 1.05, 9 119 1.55, 2 48 3.85, 2 57 6.45, 11 24 5.77, 3 43 0.69, 3 52 4.79, 3 30 4.99, ,,,,,,,,,,,,,,,,,,,,,
14 32 13.08, 14 25 11.37, 18 51 3.19, 12 52 5.61, 1 43 0.44, 12 39 5.36, 12 17 3.35, 1 24 1.19, 1 31 0.61, 13 16 3.09, 13 38 2.36, 6 26 1.38, 4 32 1.47, 4 50 3.32, 4 63 5.38, 4 51 3.48, 4 52 4.77, 16 8 1.44, 16 41 1.45, 16 33 6.91, 16 16 6.98, 16 46 7.32, 16 33 2.58, 16 30 2.32, 16 46 9.81, 9 24 2.26, 9 22 1.22, 9 19 0.66, 2 66 12.65, 2 102 9.91, 2 74 13.39, 11 35 4.03
10 54 4.69, 10 48 1.9, 14 27 6.52, 14 19 7.06, 14 28 4.96, 12 36 10.37, 1 38 1.0, 13 33 2.09, 15 20 3.77, 15 16 3.76, 8 65 1.46, 8 71 0.21, 6 15 0.87, 6 28 1.78, 17 14 7.67, 17 36 8.18, 17 26 2.57, 17 34 7.95, 13 55 1.1, 13 58 2.01, 13 32 2.05, 8 42 5.19, 8 50 1.41, 8 54 2.56, 6 11 0.55, 6 14 0.84, 6 14 2.38, 6 27 2.13, 6 25 1.58, 17 35 4.65, 17 22 4.96, 4 60 1.5
10 46 9.5, 15 20 3.58, 15 21 2.21, 8 40 4.08, 6 19 0.6, 6 15 1.19, 6 19 0.95, 9 17 1.0, 9 24 1.84, 9 18 0.5, 9 21 1.8, 11 27 6.49, 11 31 4.89, 11 36 2.9, 11 27 2.42, ,,,,,,,,,,,,,,,,
14 45 9.36, 12 61 7.32, 12 65 3.45, 1 77 1.52, 1 104 1.02, 7 39 2.75, 13 62 1.51, 13 53 1.29, 4 64 7.12, 16 44 4.64, 16 45 2.91, 16 41 6.94, 16 75 4.68, 16 45 4.9, 16 43 1.97, 16 68 3.27, 13 47 2.54, 13 69 0.84, 7 28 3.57, 12 59 0.35, 12 61 2.37, 1 79 1.37, 7 38 3.85, 13 37 2.37, 13 35 1.57, 13 35 1.55, 13 28 2.47, 15 48 2.72, 15 47 3.46, 6 81 2.01, 6 45 1.52, 6 56 1.21
14 34 3.07, 14 38 7.65, 14 25 14.15, 14 33 6.3, 12 39 7.72, 12 23 4.15, 1 43 1.34, 1 28 1.27, 7 15 1.34, 13 42 2.67, 6 22 1.74, 6 26 1.48, 4 58 5.01, 16 32 4.98, 9 28 2.34, 9 31 2.49, 2 51 5.01, 2 66 16.4, 2 77 12.24, 2 60 14.76, ,,,,,,,,,,,
10 46 6.32, 10 48 8.32, 10 42 7.37, 14 34 8.78, 13 43 2.5, 13 55 0.76, 15 19 2.28, 15 22 0.8, 6 23 1.65, 17 19 8.22, 4 21 1.33, 11 19 3.06, 16 36 5.96, 9 30 0.47, 2 68 4.39, 2 91 4.71, 11 30 3.15, 11 29 4.42, 11 30 3.59, 5 12 5.28, 5 12 1.23, ,,,,,,,,,,
10 39 1.4, 18 37 0.73, 18 77 1.38, 12 35 3.53, 1 35 2.45, 7 12 1.43, 15 9 3.44, 6 16 1.45, 17 34 0.68, 17 27 2.57, 17 30 0.91, 17 33 1.7, 17 17 0.36, 17 22 0.7, 17 28 0.71, 17 28 3.35, 17 31 2.5, 17 28 1.77, 17 30 0.39, 3 27 2.41, ,,,,,,,,,,,
10 34 5.45, 10 27 6.92, 14 19 1.88, 14 38 11.97, 14 27 12.66, 14 22 7.5, 14 40 6.99, 14 13 16.85, 14 19 7.48, 18 64 4.73, 12 27 9.62, 1 28 1.37, 7 11 5.53, 1 23 0.93, 7 10 3.19, 16 31 5.87, 2 44 10.18, 2 74 11.77, 11 39 8.52, 11 27 12.51, 11 23 4.63, 3 17 6.6, 17 24 3.32, 17 38 8.68, 17 30 8.17, 17 25 5.21, 17 24 3.28, 16 25 0.86, 16 36 6.43, 11 43 7.96, 11 37 6.56, 3 35 3.36
10 34 5.87, 18 60 6.21, 18 61 5.19, 1 34 1.38, 13 30 1.11, 15 29 4.19, 5 31 1.33, ,,,,,,,,,,,,,,,,,,,,,,,,
 5 13 5.29, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 45 8.92, 10 42 7.43, 18 63 5.84, 18 40 5.26, 18 48 4.57, 1 29 0.77, 13 26 2.47, 13 42 0.82, 15 26 3.46, 15 19 2.05, 17 13 2.16, 17 15 7.65, 17 34 7.83, 17 35 4.06, 17 29 6.12, 17 26 2.34, 17 36 2.89, 4 43 4.66, 4 52 2.7, 2 68 10.3, 2 52 5.11, 2 70 16.03, 2 89 9.03, 2 43 9.99, 2 92 10.84, 2 57 12.92, 2 73 3.87, 11 27 5.75, ,,,
 5 21 1.1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 9 80 0.65, 9 90 2.53, 2 35 2.9, 2 49 0.57, 2 53 21.16, 2 52 8.87, 2 54 7.72, 2 47 7.66, 2 65 14.4, 2 55 9.11, 11 24 4.26, 11 19 8.43, 2 30 9.11, 11 23 4.45, 11 23 5.73, 5 22 2.9, ,,,,,,,,,,,,,,,
10 44 4.22, 18 50 5.63, 12 49 5.75, 12 62 5.56, 12 50 6.69, 12 62 6.89, 1 86 1.44, 7 49 4.24, 13 59 1.32, 13 29 1.41, 15 42 0.66, 8 17 1.72, 8 41 3.8, 15 40 1.94, 15 42 3.81, 17 9 4.62, 5 28 3.66, 5 26 5.42, 5 33 4.23, ,,,,,,,,,,,,
10 40 2.08, 10 37 1.23, 10 34 1.43, 10 26 0.45, 18 63 1.21, 1 72 3.92, 1 74 1.64, 7 72 1.83, 13 53 2.03, 13 45 0.83, 2 52 0.96, 11 21 1.07, 11 24 1.7, 11 23 0.89, 3 49 1.3, 3 23 2.37, ,,,,,,,,,,,,,,,
8 38 1.11, 8 45 2.02, 6 27 1.91, 6 25 0.82, 6 17 1.69, 6 12 1.59, 17 28 1.9, 17 30 1.63, 17 24 2.14, 17 25 0.75, 17 33 1.47, 13 47 1.93, 15 18 2.5, 15 23 3.71, 15 20 0.36, 15 21 1.09, 15 17 3.75, 15 28 3.34, 15 18 1.46, 8 58 1.49, 8 54 0.9, 6 32 1.2, 17 35 1.6, 9 36 8.89, 9 20 3.31, 2 104 2.45, ,,,,,
14 44 13.81, 12 39 3.1, 1 92 1.35, 7 53 7.73, 13 46 1.74, 15 45 4.21, 8 28 2.73, 6 63 1.01, 4 59 1.17, ,,,,,,,,,,,,,,,,,,,,,,
10 56 8.5, 10 44 3.69, 10 24 7.36, 10 49 2.91, 10 43 9.7, 18 53 5.35, 18 30 4.95, 12 30 3.39, 12 30 6.88, 1 36 0.57, 1 21 1.11, 1 33 1.75, 1 40 1.35, 7 16 0.24, 13 60 3.03, 13 48 2.32, 13 54 1.71, 13 49 1.34, 13 36 1.31, 15 33 2.51, 6 22 1.38, 16 47 2.73, 3 40 3.76, ,,,,,,,,
10 15 2.67, 10 31 3.33, 14 48 12.7, 18 36 4.25, 12 54 3.12, 12 55 2.74, 7 43 7.31, 13 23 3.21, 15 49 0.15, 15 58 5.03, 17 34 6.15, 17 21 12.5, 17 27 6.18, 17 31 6.43, 17 35 6.75, 17 35 11.2, 4 40 4.98, 16 43 4.09, 11 14 4.06, 5 21 5.06, ,,,,,,,,,,,
10 33 1.12, 10 22 0.53, 14 50 4.86, 12 71 2.7, 1 94 2.28, 1 115 1.07, 13 72 0.55, 13 43 0.99, 13 59 0.2, 13 51 1.02, 15 54 5.05, 15 61 5.17, 8 23 1.58, 1 70 1.68, 1 72 4.35, 1 60 1.22, 1 73 1.54, 1 79 2.96, 1 74 1.28, 7 53 2.19, 13 48 0.15, 13 32 0.91, 17 35 2.2, ,,,,,,,,
 15 28 0.9, 6 28 1.12, 6 24 1.25, 6 27 1.42, 6 25 1.65, 6 22 1.54, 6 15 2.21, 6 27 1.05, 6 22 1.51, 17 26 4.83, 4 66 1.61, 4 47 2.32, 16 19 5.35, 9 16 1.51, 1 40 0.93, 1 32 1.21, 13 34 2.03, 15 22 1.26, 15 20 3.93, 15 23 2.6, 17 22 5.21, 4 53 8.47, 4 39 5.09, 16 31 6.7, 16 10 3.88, 16 50 4.08, 2 58 18.03, 2 71 6.5, 2 73 9.58, 2 40 9.79, 2 60 9.33, 5 11 1.36
 2 42 2.14, 4 34 0.09, 16 38 1.78, 16 33 1.06, 16 31 0.9, 16 36 0.79, 16 47 1.28, 2 61 4.7, 11 13 2.02, ,,,,,,,,,,,,,,,,,,,,,,
10 39 7.67, 10 21 7.72, 17 30 7.04, 17 29 8.35, 17 15 5.2, ,,,,,,,,,,,,,,,,,,,,,,,,,,
18 72 1.15, 18 58 1.04, 1 78 2.1, 16 65 1.12, 11 13 0.48, 11 16 1.79, 5 32 1.31, 5 29 3.21, 5 25 2.32, 5 27 0.36, 5 40 5.79, 3 53 4.54, ,,,,,,,,,,,,,,,,,,,
10 57 1.42, 15 21 4.65, 8 58 1.81, 17 38 2.2, 17 26 2.69, 16 44 1.52, 16 29 1.11, 16 15 0.85, 16 32 0.16, 16 27 0.1, 2 66 2.22, 2 71 3.23, 2 62 2.42, 2 53 5.38, 3 36 0.13, 3 38 3.56, ,,,,,,,,,,,,,,,
10 41 6.33, 18 47 6.63, 1 30 1.46, 7 9 6.64, 18 44 4.34, 18 58 5.51, 18 54 5.68, 18 51 9.38, 1 43 1.37, 7 14 7.55, 15 31 1.75, 17 23 4.27, 17 21 5.85, 16 23 4.1, 16 38 4.7, 16 17 5.67, 5 11 2.15, 3 37 2.47, 3 30 6.69, ,,,,,,,,,,,,
18 65 6.32, 12 38 4.95, 12 38 3.45, 12 38 6.32, 12 27 6.5, 1 40 1.72, 1 30 0.76, 7 14 3.67, 7 10 3.14, 7 9 3.48, 14 34 4.98, 14 22 8.18, 14 33 11.67, 14 26 14.69, 14 42 8.86, 12 33 7.05, 12 34 2.45, 1 35 0.95, 1 27 0.97, 7 9 1.75, 7 6 2.78, 7 11 5.27, 4 60 3.77, 16 45 5.6, 9 12 1.69, 9 30 2.84, 2 77 10.17, 2 49 5.8, 2 56 8.56, ,,
10 33 0.97, 10 38 5.63, 10 22 3.95, 10 45 1.5, 10 36 5.08, 10 34 6.28, 14 23 12.33, 18 61 5.48, 7 37 6.02, 15 42 0.75, 8 23 3.63, 17 17 0.63, 16 66 1.22, 9 95 1.99, 2 64 14.44, ,,,,,,,,,,,,,,,,
10 30 7.32, 14 51 5.78, 14 40 7.99, 14 46 18.68, 14 43 4.63, 12 36 6.42, 1 105 1.19, 1 74 1.14, 1 76 0.39, 7 52 3.03, 13 59 1.7, 4 46 1.86, 4 52 3.52, 4 60 3.44, 4 44 1.66, 4 73 6.6, 16 47 3.48, 9 74 1.82, 2 66 1.71, 2 56 4.71, 11 21 5.94, ,,,,,,,,,,
14 35 6.64, 14 48 15.73, 14 49 18.25, 18 70 7.06, 12 46 7.74, 12 44 3.72, 12 47 5.42, 12 40 9.95, 12 38 4.14, 12 40 6.18, 12 61 4.11, 1 79 1.34, 1 92 0.63, 1 77 1.31, 1 76 0.64, 6 59 1.09, 6 62 2.25, 17 26 8.22, 4 73 5.69, 16 70 6.69, 9 81 1.42, 9 86 0.83, 2 51 6.01, 2 46 20.94, 11 13 10.26, ,,,,,,
10 39 1.07, 18 60 0.95, 18 58 0.63, 18 59 0.55, 13 27 1.65, 16 48 0.17, 9 19 5.33, 2 55 3.22, 11 23 0.05, 3 52 4.05, ,,,,,,,,,,,,,,,,,,,,,
10 57 7.1, 14 33 6.85, 18 42 4.39, 1 46 0.89, 1 42 0.84, 1 36 0.96, 13 37 1.28, 13 44 1.67, 13 46 1.6, 13 52 0.34, 6 18 0.32, 6 20 1.4, 8 42 7.57, 8 27 1.16, 4 62 2.77, 16 42 6.53, 16 28 5.34, 16 32 7.1, 9 18 0.95, 9 17 0.44, 9 24 1.88, 2 60 11.98, 2 74 2.09, 2 83 11.26, 11 28 5.54, ,,,,,,
10 22 9.04, 10 31 2.86, 14 52 8.08, 14 43 14.8, 7 35 5.77, 7 60 4.48, 7 45 2.74, 7 40 3.29, 13 36 2.52, 7 35 5.98, 17 20 6.12, ,,,,,,,,,,,,,,,,,,,,
10 29 1.5, 10 24 4.87, 10 27 5.54, 10 38 6.05, 12 43 10.26, 7 45 5.43, 15 38 3.62, 8 36 6.28, 6 51 0.64, 6 58 1.36, 6 32 2.18, 6 77 1.36, 17 42 10.86, 17 37 8.31, 13 75 1.65, 13 40 0.46, 8 30 3.38, 8 39 2.22, 8 44 1.73, 8 16 3.12, 6 26 1.08, 6 73 0.69, 17 29 4.19, 3 52 6.82, 3 35 3.84, ,,,,,,
10 32 2.57, 10 38 5.19, 10 20 4.74, 10 20 2.6, 10 37 9.18, 10 27 6.88, 10 38 7.55, 18 20 6.57, 18 68 4.34, 18 39 7.36, 18 70 8.17, 1 46 1.24, 13 48 1.64, 8 37 5.85, 6 47 0.94, 17 42 4.72, 17 37 5.57, 17 18 7.55, 17 37 10.21, 17 29 8.01, 17 30 8.28, 16 71 3.87, 9 98 2.38, 11 21 4.6, 5 28 3.29, 3 41 7.24, 3 65 4.64, ,,,,
14 29 2.75, 12 24 7.85, 1 28 2.69, 1 28 3.77, 1 30 2.57, 1 38 1.65, 7 9 1.53, 7 14 1.06, 13 54 1.89, 6 30 0.03, 6 26 1.24, 6 16 1.67, 17 16 1.13, 4 33 1.94, 16 32 0.13, 9 23 3.14, 9 26 7.37, 2 59 6.45, ,,,,,,,,,,,,,
14 29 12.23, 10 47 4.71, 14 36 18.62, 14 36 9.0, 14 26 5.25, 12 31 5.69, 12 42 9.78, 12 30 3.91, 12 24 5.55, 12 49 3.49, 12 50 4.15, 12 38 1.35, 12 43 7.84, 1 27 0.31, 7 5 7.95, 13 54 1.49, 13 65 0.52, 13 43 2.62, 15 32 3.43, 4 42 3.78, 16 44 4.63, 9 33 0.95, 9 21 1.8, 9 22 0.93, 9 30 1.3, 16 51 4.5, 4 54 7.89, 4 47 2.59, 4 61 2.91, 4 66 0.25, 16 41 2.55, 9 20 2.04
10 32 2.04, 10 29 0.82, 10 23 1.42, 14 40 4.26, 14 32 4.9, 18 73 1.89, 18 55 1.78, 12 50 2.4, 1 43 1.6, 1 102 4.72, 1 47 2.11, 1 84 2.98, 1 90 1.42, 1 60 3.38, 7 48 2.02, 13 44 0.15, 15 62 1.41, 8 35 1.73, 8 23 1.73, 6 53 1.97, 4 65 0.9, 16 60 1.7, 2 55 0.13, 2 65 1.28, 1 46 2.76, 1 61 2.47, 7 37 1.81, 6 49 0.47, 6 61 0.93, ,,
10 37 2.91, 10 55 8.58, 10 44 7.35, 10 43 3.08, 14 35 18.84, 18 48 7.41, 18 55 3.92, 18 61 4.26, 18 43 4.44, 18 83 7.14, 12 30 1.82, 1 29 1.24, 1 23 0.47, 15 24 2.73, 8 47 0.51, 8 66 2.44, 6 18 0.08, 17 32 4.19, 17 20 4.91, 17 34 1.9, 17 37 6.11, 17 31 2.28, 15 24 2.37, 15 24 1.09, 8 43 4.32, 8 39 5.95, 8 68 3.36, 17 29 5.98, 4 46 4.45, 16 35 1.37, 2 50 14.1, 2 84 2.72
12 26 7.56, 1 35 0.69, 13 60 1.89, 13 34 2.89, 13 65 1.03, 13 46 1.68, 15 25 1.17, 17 28 1.29, 4 50 6.05, 4 64 4.06, 16 40 0.23, 16 50 3.93, 16 40 5.27, 9 27 2.3, 9 24 1.18, 2 70 15.73, 2 58 7.69, 2 86 4.65, 2 46 8.76, 2 57 11.76, 2 69 11.16, 2 99 15.89, 2 97 7.84, 2 81 10.04, ,,,,,,,
 2 88 3.18, 2 72 2.92, 2 41 1.14, 2 51 3.41, 2 58 3.29, 5 12 2.88, 3 41 3.67, 3 27 2.1, 3 45 1.4, ,,,,,,,,,,,,,,,,,,,,,,
8 31 1.67, 8 21 2.2, 8 43 1.21, 8 36 2.97, 8 43 1.74, 6 89 1.47, 6 69 2.26, 17 27 1.99, 17 15 2.25, 17 36 0.4, 17 33 1.17, 17 31 2.21, 4 51 2.64, 11 18 1.81, 3 30 2.48, ,,,,,,,,,,,,,,,,
 2 49 11.44, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5 10 2.31, 16 33 6.38, 2 50 4.5, 11 17 6.25, 5 11 4.48, 17 22 10.02, 17 38 8.13, 17 23 1.99, 17 24 3.61, 17 26 6.91, 17 26 4.36, 17 13 3.75, 3 31 5.29, ,,,,,,,,,,,,,,,,,,
15 24 2.11, 15 44 4.4, 8 21 3.07, 6 44 0.69, 16 50 0.63, ,,,,,,,,,,,,,,,,,,,,,,,,,,
 6 27 1.42, 6 19 1.45, 4 40 1.6, 16 43 1.14, 16 18 0.19, 16 41 1.56, 9 28 0.1, 9 25 2.64, 2 64 1.07, 2 69 1.8, 11 22 1.64, ,,,,,,,,,,,,,,,,,,,,
10 19 0.55, 14 30 3.11, 12 47 3.58, 12 21 1.69, 1 32 2.04, 1 46 3.91, 1 29 1.72, 13 42 0.36, 15 30 1.88, 15 24 1.46, 15 18 0.94, 15 38 0.86, 16 29 0.76, 16 30 0.82, 9 26 5.91, 3 48 9.04, 3 38 4.02, ,,,,,,,,,,,,,,
10 67 0.85, 18 55 2.49, 18 45 1.13, 12 38 4.27, 11 36 0.71, 11 21 1.06, 16 66 0.34, 9 23 9.63, 3 29 4.78, ,,,,,,,,,,,,,,,,,,,,,,
10 34 1.78, 10 67 1.02, 10 47 1.26, 10 38 1.69, 10 36 0.57, 10 40 1.48, 14 15 2.46, 1 38 2.81, 7 7 1.96, 7 11 0.71, 7 11 1.51, 13 37 0.82, 7 10 1.07, 7 11 1.42, 13 36 1.4, 13 48 1.65, 13 42 1.94, 13 50 0.89, 15 14 2.11, 15 17 3.6, 15 19 6.41, 15 13 0.97, 15 28 2.17, 15 22 1.01, 6 19 1.23, 17 31 2.83, 17 20 1.6, 17 20 1.61, 16 40 0.4, 5 14 2.1, 3 45 1.3, 3 30 5.38
 11 22 7.36, 11 21 4.49, 11 13 17.05, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 32 0.99, 10 43 1.1, 10 49 1.34, 14 31 0.95, 12 43 6.54, 12 28 4.14, 12 40 1.09, 1 37 3.87, 7 11 1.5, 13 61 0.82, 13 38 0.88, 8 31 1.55, 8 49 0.3, 8 53 0.89, 17 23 1.66, 17 38 1.28, 17 24 1.28, 13 60 1.29, 16 31 1.18, 9 23 8.9, 11 43 0.97, ,,,,,,,,,,
10 25 7.19, 10 41 1.77, 6 85 1.01, 17 22 2.63, 15 21 2.62, 8 35 3.05, 15 34 2.0, 15 22 2.05, 15 51 1.79, 8 31 6.03, 8 40 4.91, 8 42 3.53, 8 37 2.64, 8 37 6.26, 6 47 1.93, 8 28 2.83, 8 36 6.44, 6 26 0.29, 17 10 5.9, 2 60 21.25, 11 20 5.05, 3 33 5.98, ,,,,,,,,,
10 28 3.4, 10 45 3.28, 10 50 11.11, 10 38 7.99, 10 42 4.24, 10 58 8.68, 14 35 2.81, 15 22 3.44, 8 62 1.7, 8 69 3.46, 6 15 1.31, 17 37 9.48, 16 50 2.75, 11 23 1.61, 5 12 4.36, ,,,,,,,,,,,,,,,,
10 41 9.52, 10 28 4.44, 10 33 9.62, 10 30 9.0, 10 43 7.12, 10 40 3.24, 18 55 4.85, 7 44 4.77, 13 41 3.87, 15 40 1.74, 15 65 3.09, 15 32 1.29, 6 54 2.2, 17 33 5.03, 15 37 1.23, 15 36 2.98, 15 37 1.4, 6 53 2.16, ,,,,,,,,,,,,,
 2 69 12.33, 2 43 11.77, 2 56 13.11, 11 23 8.1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 22 1.25, 6 23 2.49, 17 23 2.04, 16 40 0.51, 9 31 3.89, 9 24 5.06, 9 24 1.19, 9 28 2.48, 16 34 1.39, 9 23 2.33, 9 17 4.13, 2 62 3.02, ,,,,,,,,,,,,,,,,,,,
12 31 5.94, 7 13 4.12, 13 50 1.38, 13 27 1.05, 13 67 1.39, 13 33 1.28, 13 64 2.95, 15 15 0.54, 15 15 3.01, 15 16 2.51, 6 23 1.23, 17 37 4.33, 17 15 4.84, 17 28 7.67, 17 39 9.22, 9 35 1.66, 5 11 1.22, ,,,,,,,,,,,,,,
10 58 9.13, 14 23 6.45, 14 19 13.01, 18 60 7.63, 12 47 6.45, 1 32 1.64, 7 15 2.08, 8 54 6.09, 8 55 4.2, 8 54 4.87, 8 69 1.08, 8 54 5.58, 6 27 1.73, 6 19 0.89, 6 24 1.44, 6 33 0.18, 15 25 2.59, 15 19 2.36, 15 19 0.81, 6 28 0.82, 17 21 4.7, 9 27 1.09, 5 6 1.66, 5 12 2.75, ,,,,,,,
10 46 4.35, 10 32 2.42, 10 31 0.35, 8 55 8.67, 6 22 1.45, 6 27 2.0, 17 31 9.61, 9 30 0.98, 11 12 0.88, ,,,,,,,,,,,,,,,,,,,,,,
10 55 1.7, 18 69 1.7, 18 69 2.05, 1 36 1.69, 7 13 0.93, 7 12 0.57, 13 74 1.58, 13 33 0.9, 13 47 0.19, 15 20 0.77, 15 29 2.14, 15 19 3.07, 15 12 1.91, 15 25 2.03, 15 26 2.26, 15 25 1.03, 17 37 2.22, 17 19 1.13, 4 62 1.34, 4 46 3.39, 16 40 0.66, 2 76 3.63, 11 25 0.09, 5 7 2.36, 3 31 3.72, ,,,,,,
10 58 1.12, 15 31 3.64, 8 49 2.58, 8 61 2.18, 6 21 0.97, 6 26 0.95, 6 35 0.95, 16 39 6.33, 9 30 1.08, 11 16 6.39, ,,,,,,,,,,,,,,,,,,,,,
 8 66 6.09, 6 27 0.59, 4 58 2.64, 13 32 2.55, 15 15 1.83, 8 27 6.36, 6 26 0.31, 6 38 2.08, 17 12 7.11, 17 30 7.21, 2 48 10.13, 11 20 8.63, 5 10 2.5, 5 14 0.9, 11 32 4.35, 3 49 4.13, ,,,,,,,,,,,,,,,
14 26 11.41, 18 43 4.1, 12 26 8.72, 12 29 4.99, 12 30 6.05, 12 38 3.72, 1 31 0.28, 7 13 6.06, 7 8 2.32, 13 51 0.86, 13 50 1.98, 15 24 1.5, 8 34 6.53, 17 32 5.73, 17 14 6.69, 15 16 2.92, 8 45 6.75, 8 38 6.17, 8 42 1.76, 6 20 1.55, 6 25 1.4, 6 36 0.52, 6 23 1.41, 17 30 1.31, 6 29 1.13, 6 20 1.33, 17 19 5.63, 17 20 6.8, 17 21 3.42, 17 18 7.94, ,
14 49 11.12, 13 46 2.61, 7 43 1.97, 7 72 3.79, 7 53 2.25, 1 73 1.23, 1 71 1.82, 7 46 3.71, 13 60 1.1, 13 43 0.04, 13 52 1.54, 9 114 1.69, 9 91 0.75, 9 79 1.15, 9 99 1.81, 2 55 13.81, 2 44 3.33, 2 68 19.6, 2 81 9.18, 2 58 10.97, 4 71 2.76, 16 60 5.36, 16 41 4.29, 16 52 3.15, 16 51 1.48, 9 62 1.02, 9 121 1.97, 2 64 7.41, 2 44 2.49, 2 57 7.08, ,
14 62 4.19, 12 55 6.17, 12 42 7.22, 12 79 5.47, 12 59 3.08, 12 43 1.72, 12 75 4.17, 1 102 1.97, 7 40 2.2, 13 26 1.07, 13 55 0.68, 13 72 0.8, 13 53 0.71, 7 45 0.37, 7 25 1.98, 13 53 0.47, 13 58 0.45, 6 64 1.57, 6 58 1.03, 4 53 2.08, 16 75 0.8, 9 51 8.88, 9 67 11.67, 9 87 8.88, 9 74 5.64, 9 101 5.5, 2 33 3.62, 2 70 3.68, 2 30 3.74, ,,
10 28 0.73, 18 54 1.81, 18 33 0.62, 18 60 0.78, 18 65 1.4, 1 40 2.05, 7 11 1.72, 7 10 0.97, 7 10 1.61, 15 30 2.08, 6 26 0.98, 15 22 1.85, 15 28 1.15, 15 25 2.21, 15 23 3.14, 15 23 5.88, 15 25 5.07, 15 32 4.14, 15 19 3.73, 15 20 4.43, 8 32 0.36, 17 25 1.79, 3 37 5.84, ,,,,,,,,
10 16 8.57, 10 20 5.3, 10 24 1.84, 14 43 11.36, 10 25 2.59, 10 28 8.0, 14 46 5.42, 12 53 4.82, 12 62 8.06, 7 29 7.33, 7 47 5.17, 13 32 2.11, 15 25 1.02, 15 42 1.38, 15 49 2.02, 10 34 2.11, 10 28 2.83, 14 41 12.3, 14 32 13.02, 14 45 7.57, 14 50 6.43, 12 62 6.2, 12 30 7.4, 12 77 8.15, 1 57 0.81, 18 41 6.91, 12 72 6.15, 1 103 1.2, 8 38 4.71, 17 24 2.75, 6 79 0.59, 6 72 1.99
14 33 3.02, 14 37 4.17, 12 42 2.25, 12 36 5.66, 1 36 2.78, 1 27 1.58, 1 18 0.95, 16 34 1.86, 9 17 8.22, 2 81 5.25, ,,,,,,,,,,,,,,,,,,,,,
14 13 7.94, 18 74 3.1, 12 60 3.03, 1 29 1.92, 1 25 1.55, 1 39 0.44, 7 8 3.35, 4 38 1.49, 16 47 1.75, 9 31 2.2, 9 4 0.78, 9 20 0.69, 9 26 1.74, 2 41 17.09, 11 14 8.01, ,,,,,,,,,,,,,,,,
